Date,close,market_cap,circulating_market_cap,Price1Y,ATR14,Variance120,VEMA26,net_interest_expense,net_invest_cash_flow_ttm,non_operating_net_profit_ttm
2011-09-27,5.19,82844580000,50213650000,-0.042967,17.45,0.081789,425358.000614,-255159808,-34491077120,97499000
2011-09-28,5.14,81973610000,49685740000,-0.052918,17.338571,0.082,412176.815385,-255159808,-34491077120,97499000
2011-09-29,5.15,82178540000,49809950000,-0.050409,17.534286,0.08189,403090.310543,-255159808,-34491077120,97499000
2011-09-30,5.15,82178540000,49809950000,-0.05026,16.752143,0.081881,400150.657912,-255159808,-34491077120,97499000
2011-10-10,4.98,79411930000,48133060000,-0.082114,17.366429,0.076907,410242.979549,-255159808,-34491077120,97499000
2011-10-11,5.03,80180430000,48598860000,-0.072958,17.812857,0.076987,420533.944028,-255159808,-34491077120,97499000
2011-10-12,5.25,83818010000,50803670000,-0.030762,19.6,0.079527,441400.096323,-255159808,-34491077120,97499000
2011-10-13,5.25,83766780000,50772610000,-0.031386,18.678571,0.079376,436195.866967,-255159808,-34491077120,97499000
2011-10-14,5.25,83818010000,50803670000,-0.030824,18.287143,0.078329,420363.950896,-255159808,-34491077120,97499000
2011-10-17,5.31,84740220000,51362630000,-0.019969,18.091429,0.077872,411421.065645,-255159808,-34491077120,97499000
2011-10-18,5.14,82076070000,49747850000,-0.050434,17.979286,0.079827,407100.98671,-255159808,-34491077120,97499000
2011-10-19,5.16,82281010000,49872060000,-0.047626,17.671429,0.079464,392556.54325,-255159808,-34491077120,97499000
2011-10-20,5.07,80948940000,49064670000,-0.062487,17.28,0.079595,381000.725232,-255159808,-34491077120,97499000
2011-10-21,5.15,82127310000,49778900000,-0.048264,16.246429,0.07928,379467.264103,-255159808,-34491077120,97499000
2011-10-24,5.31,84688980000,51331580000,-0.017851,17.223571,0.081339,396954.207502,-255159808,-34491077120,97499000
2011-10-25,5.34,85252550000,51673170000,-0.010692,17.195714,0.080668,405372.488428,-255159808,-34491077120,97499000
2011-10-26,5.38,85816120000,52014760000,-0.003458,17.307143,0.079772,421617.341138,881472000,-41466485760,159703000
2011-10-27,5.37,85662420000,51921600000,-0.004593,17.587143,0.07977,418150.649201,881472000,-41466485760,159703000
2011-10-28,5.47,87250660000,52884260000,0.014369,17.28,0.079735,441180.452961,881472000,-41466485760,159703000
2011-10-31,5.42,86482160000,52418450000,0.005798,16.889286,0.079785,435367.456443,881472000,-41466485760,159703000
2011-11-01,5.41,86328450000,52325290000,0.004502,15.549286,0.079559,437100.015224,881472000,-41466485760,159703000
2011-11-02,5.5,87711760000,53163740000,0.021035,16.358571,0.080105,440861.791873,881472000,-41466485760,159703000
2011-11-03,5.42,86482160000,52418450000,0.00707,16.666429,0.080512,457920.770251,881472000,-41466485760,159703000
2011-11-04,5.45,86994490000,52728990000,0.013497,16.303571,0.080589,449281.453935,881472000,-41466485760,159703000
2011-11-07,5.37,85662420000,51921600000,-0.001676,15.773571,0.08107,440558.235123,881472000,-41466485760,159703000
2011-11-08,5.38,85764890000,51983700000,-4.1e-05,15.606429,0.080951,426251.476966,881472000,-41466485760,159703000
2011-11-09,5.44,86789560000,52604780000,0.012377,15.383571,0.079451,416197.293487,881472000,-41466485760,159703000
2011-11-10,5.39,85969820000,52107920000,0.003314,14.992857,0.076002,415394.086562,881472000,-41466485760,159703000
2011-11-11,5.32,84893920000,51455790000,-0.008721,13.848571,0.075866,415944.894965,881472000,-41466485760,159703000
2011-11-14,5.37,85713650000,51952650000,0.001413,13.597143,0.075896,419104.902745,881472000,-41466485760,159703000
2011-11-15,5.29,84381580000,51145260000,-0.013575,13.652857,0.075209,429201.798838,881472000,-41466485760,159703000
2011-11-16,5.15,82127310000,49778900000,-0.039427,14.183571,0.07549,435174.258183,881472000,-41466485760,159703000
2011-11-17,5.13,81871140000,49623630000,-0.041948,13.374286,0.075005,423713.572392,881472000,-41466485760,159703000
2011-11-18,5.12,81717440000,49530470000,-0.043176,12.732143,0.075005,419592.715178,881472000,-41466485760,159703000
2011-11-21,5.12,81717440000,49530470000,-0.04289,12.005714,0.074206,414425.477016,881472000,-41466485760,159703000
2011-11-22,5.15,82229770000,49841010000,-0.036571,11.447857,0.074098,408898.404645,881472000,-41466485760,159703000
2011-11-23,5.06,80744000000,48940450000,-0.053823,11.475714,0.07473,414417.485782,881472000,-41466485760,159703000
2011-11-24,5.09,81153870000,49188880000,-0.048792,11.782857,0.074728,406739.227576,881472000,-41466485760,159703000
2011-11-25,5.07,80897700000,49033610000,-0.051482,11.252143,0.074423,392617.432941,881472000,-41466485760,159703000
2011-11-28,5.07,80846470000,49002560000,-0.051802,11.252143,0.070827,382132.28976,881472000,-41466485760,159703000
2011-11-29,5.13,81768670000,49561520000,-0.040786,11.112143,0.071112,383484.416445,881472000,-41466485760,159703000
2011-11-30,4.98,79463160000,48164110000,-0.067701,11.698571,0.072574,391400.163375,881472000,-41466485760,159703000
2011-12-01,5.1,81358800000,49313100000,-0.04516,12.899286,0.073639,440456.225347,881472000,-41466485760,159703000
2011-12-02,5.12,81717440000,49530470000,-0.040712,12.9,0.073543,442295.171617,881472000,-41466485760,159703000
2011-12-05,5.12,81717440000,49530470000,-0.040541,12.872143,0.073541,431040.936683,881472000,-41466485760,159703000
2011-12-06,5.12,81717440000,49530470000,-0.040362,11.447857,0.073174,399111.9784,881472000,-41466485760,159703000
2011-12-07,5.15,82229770000,49841010000,-0.034241,11.727143,0.072939,397714.720737,881472000,-41466485760,159703000
2011-12-08,5.12,81666210000,49499420000,-0.040759,12.006429,0.072558,403703.63031,881472000,-41466485760,159703000
2011-12-09,5.09,81205100000,49219930000,-0.046047,12.006429,0.071955,390261.435471,881472000,-41466485760,159703000
2011-12-12,5.09,81153870000,49188880000,-0.046481,11.838571,0.071901,377714.292101,881472000,-41466485760,159703000
2011-12-13,5.04,80334130000,48692020000,-0.055901,11.475,0.071978,385744.270463,881472000,-41466485760,159703000
